companyName,companyAddress,companyIndustry,companyCountry,companyContacts,companyTel,companyPhone,companyFax,companyMail,userName
"CEREN OFSET","SOFULARMAH. HORHOR CAD.72/1 AKSARAY.,IST.",办公文教,土耳其,"AYSE YILMAR",,"0090 212 6217983/6217984","0090 212 6217984",EMKA@GMX.DE,EMKA
"DMS ELEKTRONIK BILGISAYAR DIS TICARET LTD.STI","OSMANAGA MAH.,M.FUATBEY SOK.,NO:12,KADIKOY,ISTANBUL",办公文教,土耳其,"ERHAN SAHIN",,"0090 216 4491558","0090 216 4490897",ERHAN@DATAMEDYA.COM,ERHAN
"KAHRAMANMARAS PAPER BOARD IND. CO.","DEGIRMENYOLU CAD.BIRMAN IS MERKEZI NO.11 KAT:4 81120 USTBOSTANCI ISTANBUL",办公文教,土耳其,"MEHMET CIGER",,"0090 216 5744616","0090 216 5744632",INFO@KMKPAPER.COM,INFO
"BAB ITHALAT-IHRACAT LTD.STI.","IKITELLI ORG.SAN.BOL.DOLAPDERE SAN.SIT.5.ADA NO.20 IKITELLI-ISTANBUL",办公文教,土耳其,"YUSUF GUZEL",,"0090 212 5499518/5499519/5322509452","0090 212 5493602",SALES@BABPAPER.COM,SALES
"PANTER ELEKT.ESYA,BILGS. ASK. MALZ. PAZ. SAN. ITH. IHR. LTD. STI.","ISTOC 5. ADA NO:46-48 IKITELLI-ISTANBUL",办公文教,土耳其,"ATAKAN ACAR",,"0090 212 6593929/6593930","0090 212 6593931",KNOOX@SUPERONLINE.COM,KNOOX
"ETILAND TEKSTIL MATBAA BILGISAYAR SISTEMLERI SAN. VE. TIC. LTD. STI.","CAKMAKCILAR YOKUSU, BUYUK VALIDE HAN. NO:21, MERCAN, EMINONU,ISTANBUL",办公文教,土耳其,"ERDOGAN ERCANER",,"0090 212 5278816/5326836218","0090 212 5282281",ERDOGANERCANER@HOTMAIL.COM,ERDOGANERCANER
"OPUS DOS,S.A.","KM.20.8 CARRETERA A SAN LUCAS SACAT,SAN ANDRESITO,ZONA 1 MIXCO",办公文教,危地马拉,"MAURICIO ROWE",,"00502 4344529/4388711","00502 4344529/4388711",OPUSDOS@GUATE.NET,OPUSDOS
"CASA BELLA","14 AVE.43-73,ZONA 12 COL.VILLA SOL",办公文教,危地马拉,"EDWIN HEREDIA",,"00502 4765183/86","00502 4765182",CASABELLA@COMCEL.COM.GT,CASABELLA
KIMA&ASOCIADOS,"33 CALLE 10-50 ZONA 11,GUATEMALA CITY",办公文教,危地马拉,"MAX KIEHNLE",,"00502 4850530","00502 4766437",KIMASA@AMIGO.NET.GT,KIMASA
"CONSUMER COMMODITIES INTERNATIONAL,INC.","WHSE. 3 &amp; 4,#26 ISIDRO FRANCISCO ST.,PTA CMPD.,MAYSAN,VALENZUELA CITY",办公文教,委内瑞拉,"FRANCIS C.K.YOUNG",,"0058 212 2775822/2775824/9178342784","0058 212 2775883",CONSUMER@MOZCOM.NET,CONSUMER
"AAP SUPPLY C.A.","CALLE TERESA CARRENO QTA. IRENE,STA.MONICA CARACAS",办公文教,委内瑞拉,岑顺国,,"0058 582 6617603/6617797/6616423/6624754/6626560","0058 582 6612398",APSUPPLY@TELCEL.NET.VE,APSUPPLY
"COMERCIAL II,C.A.","CALLE 9,EDIF.RENZO,2DO.PISO-OF.2B-LA URBINA,CARACAS,PORT.LA GUAIRA",办公文教,委内瑞拉,"QUIRIT CARSANE",,"0058 212 2435565/2435987","0058 212 2435987",JONEY@TELCEL.NET.VE.,JONEY
IMPORTADORA-ROLIVEN.C.A,"PUNTO FIJO ESTADOFALOON",办公文教,委内瑞拉,"HAFEE HASSAN",,"0058 4146952577","0058 269 2454433",THEGRATEST@YAHOO.COM,THEGRATEST
BANCOEX,"CALLE LOS CHAGUARAMOS CENTRO GERENCIAL MOHEDANO NIVEL MEZZANINA,LA CASTELLANA,CARACAS 1060",办公文教,委内瑞拉,"JUAN CARLOS MORENO",,"0058 4143 162732/212 2651333/2651433","0058 212 2651333",JUANMORENO@HOTMAIL.COM,JUANMORENO
"LATINCRAFT,C.A.","AVENIDA INTERCOMUNAL GUARENAS-GUATIRE.CALLE 1,URBANIZACION INDUSTRIAL EL MARQUEZ,GALPON LATINCRAFT(APARTADO POSTAL NO.17),GUATIRE-1221,ESTADO MIRANDA",办公文教,委内瑞拉,"ARON SULTAN",,"0058 212 3810240","0058 212 3810428",ARON@GRUPOLATINCRAFT.COM,ARON
"TTM INDUSTRIAL CO., LTD.","54-56 chalermkate 2 rd., tapesirin, pomprab, bangkok, thailand",办公文教,未知国家,"ALISARA SORNNOUMSANOR",,662-2235159,,ttm_mkt@cscoms.com,ttm_mkt
"BALLO UTA",none,办公文教,未知国家,"Zeidan Ballouta",,00962-6-5343522,,zeidan_B@yahoo.com,zeidan_B
"Ningbo Caihong Foreign Trade Co.","No.917 Room,9/F,Haishu Mansion,Zhongshan W.Rd,Ningbo 315010,China",办公文教,未知国家,"Linda Lian",,86-574-87318964,86-574-87312169,lyyg0510@163.net,lyyg0510
"7a ofis makinalari kirtasiye san.tic.ltd.sti.","dereboyu cad.bay? sok.no.12 mecidiyekoy--istanbul-TURKEY",办公文教,未知国家,"HAM ARSLAN",,(212)2172212,(212)2136296,officeforce@ttnet.net.tr,officeforce
"cb stat iran",n/a,办公文教,未知国家,J.K,,0098-21-2844038,,CBSTATIR@YAHOO.COM,CBSTATIR
"NEPTUNE DEPT. STORE LTD","31-32 PLAZA SERIA,JALAN SULTAN OMAR ALI P.O.BOX 256 KUALA BELAIT",办公文教,文莱,"LIM KIAN HENG",,"00673 3 224158/8736437","00673 3 224010",JASPERML@SINGNET.COM.SG,JASPERML
"FONTANA AUTO PARTS (U) LTD.","PLOT 3,ENTEBBE ROAD(P.O.BOX:4012,KAMPALA)",办公文教,乌干达,"ANVERALI B.N.MANJI",,"00256 41 340291/340292/77200019","00256 41 345850/235657",FONTANA@UTLONLINE.CO.UG,FONTANA
"LIDIA GROUP CO.","GLAVPOCHTAMPT DO VOSTREBOVANIA,ODESSA 65000",办公文教,乌克兰,"Mr. HADDAD KARIM",,"00380 482 344686/372300","00380 482 344686/372300",LIDIA@ODESSA.NET,LIDIA
"TOP COMPANY","76A KARLA MERKSA AVE.,DNIPROPETROVSK",办公文教,乌克兰,"ANNA DATSYUK",,"00380 562 341344/341345","00380 562 341344/341345",ANNA@TOP.DP.UA,ANNA
"RANDOM POINT UA","25 PASTERA STREET",办公文教,乌克兰,A.ROYENKO,,"00380 48 7773396","00380 48 7772071",RANDOMPOINTUA@UKR.NET,RANDOMPOINTUA
"SYSTEMAX CO.,LTD.","OF 3,16 B,B.KHELNITSKY ST,KIEV,01030",办公文教,乌克兰,"IGOR VYGOVSKY",,"00380 44 2293115/7419","00380 44 2291845",SKYGOR@HOTMAIL.COM,SKYGOR
KANC-CITY,"54,AERODROMNAYA STREET,DNEPROPETROVSK",办公文教,乌克兰,"BENDAR STANISLAV",,"00380 56 7781746","00380 56 7781746",STAS@KANCCITY.DP.UA,STAS
"SANARY S.A.","OCHO DE OCTUBRE. AV.3739.MONTEVIDEO",办公文教,乌拉圭,,,"00598 2 5089464","00598 2 5084472",jfbadano@adinet.com.uy,jfbadano
CESIMCO.S.A.,"JOAQUIN REQUENA,2476 MONTEVIDEO",办公文教,乌拉圭,"ARIEL PODBERESKI",,"00598 2 2085932/2043484/94442785","00598 2 2043484/2082140",CESIMCO@ADINET.COM.UY,CESIMCO
"Ekman Iberica S.A.","Placa Urquinaona, 6, E 08010, Barcelona",办公文教,西班牙,,,"0034 93 302 30 30","0034 93 317 73 29",ekman.spain@ekman-co.se,ekman.spain
"CALZADO VILLAR","CNO. DE LAS CRUCES S/N,EL VILLAR DE ARNEDO, LA RIOJA",办公文教,西班牙,,,"0034 941 15 92 40","0034 941 15 92 40",cvillar@fer.es,cvillar
"Lig Spain S.A.","De la Marina, 16-18 Torre, Maphre Plta. 28, E 08005, Barcelona",办公文教,西班牙,JoseGavino,,"0034 93 295 71 00","0034 93 295 71 01",sslspain@ssl-internacional.com,sslspain
"PENTA STYLE S.A.","POL.IND.PLA D‘ABASTAMENTS,C/RASET 156,NAVE D VILABLAREIX",办公文教,西班牙,"Mr. JOAN BOFILL",,"0034 972 4068000","0034 972 405790",PENTA@PENTA.JAZZTEL.ES,PENTA
"SEAFRONT S.L.","C/CONSELL DE CENT 487,3-4 08013 BARCELONA",办公文教,西班牙,"JOSE MANUEL OLIVEROS CALLE",,"0034 616495080","0034 93 2459902",JOLIVEROSV@HOTMAIL.COM,JOLIVEROSV
"NOVA LINEPLUS IBERICA, S.A.","AV. HERMANOS GRANDA, 43,E-28220 MADRID",办公文教,西班牙,"HECTOR BARAK",,"0034 91 748 29 30","0034 91 747 5137",novaline@novapapel.com,novaline
"CALCODECOR S.A.","POLIGONO DE ASIPO.C/B-PARCELA 80-B 33424 LLANERA-ASTURIAS",办公文教,西班牙,"RAMON HUERTA NICHOLSON",,"0034 985 261062","0034 985 262673",SALES@CALCODECOR.COM,SALES
"Alibri Libreria, S.L.","Balmes, 26, E 08007, Barcelona",办公文教,西班牙,,,"0034 93 317 05 78","0034 93 412 27 02",books-world@books-world.com,books-world
"HOFMANN,S.L.","CIUDAD DE BARCELONA,18 E-46988 PATERNA(VALENCIA)",办公文教,西班牙,"VICENTE FERNANDEZ",,"0034 961 343080","0034 961 343201",SOFT@HOFMANN.ES,SOFT
"ERLAM TRADING CO.,LTD.","2,COLLEGE LANE,GIBRALTAR(GBZ)(P.O.BOX 646)",办公文教,西班牙,"JEAN CLAUDE VALENTINO",,"0034 350 71697/76636","0034 350 42642",JEANCLAUDEVALENTINO@YAHOO.COM,JEANCLAUDEVALENTINO
"Llibreria Catalonia, S.A.","Ronda de Sant Pere, 3, E 08010, Barcelona",办公文教,西班牙,,,"0034 93 318 91 83","0034 93 302 47 93",catalonia@llibreria.com,catalonia
EUROPAPER,"MARE DEL DEU COLL, 43,E-08023 BARCELONA",办公文教,西班牙,"ANTONI MATAS",,"0034 93 284 88 52","0034 93 219 07 00",europachoach@choach.net,europachoach
"HERMES INT.","P.O.B. 10431 54110 THESSALONIKI",办公文教,希腊,"ARGIROPOULOS DAMIANOS",,"0030 2310 631371/637972","0030 2310 697928/635808",HERMES@SPARK.NET.GR,HERMES
P.H.D.IMPOR-EXPORT,"RAIDESTOY 111 PIREUS",办公文教,希腊,"PALLIS PERIKLIS",,"0030 210 4082090","0030 210 4082091",PDH@OTENET.GR,PDH
"MASS CHARTIKA S.A.","162 ORFEOS STR, ELEONAS,118 55 ATHENS",办公文教,希腊,"DIMITRIS MASOURIDIS",,"0030 210 3428074/3428075","0030 210 3427710",MASS@ATHENS.MBN.GR,MASS
"PANAGIOTIS FRANTZIS","5 KRITIS STR.,P.IRAKLIO 14122 ATHENS",办公文教,希腊,"JOANNA FRANTZI",,"0030 1 2810850","0030 1 2822877",FRANTZI@OTENET.GR,FRANTZI
"G. MARNEROS S.A.","Moussiourou 89, Mets.Athens",办公文教,希腊,"Ms. Kontari Maria",,"0030 210 7010935/7016676","0030 210 7016136",fmarket@otenet.gr,fmarket
"DIMITRIS & GEORGIOS NIKOLAIDIS IMPORT-EXPORT","A.44,P.P.GERMANOU,KATO ACHAIA,PATRAS",办公文教,希腊,,,"0030 69 3025057/932444470","0030 69 3025169",GALANIMP@OTENET.GR,GALANIMP
"ARONES, HENRY, S.A.","2 Nikis, Athens",办公文教,希腊,"J. Arones",,"0030 210 3310211-9","0030 210 3310700",arones@hol.gr,arones
"PHOTO PLUS S.A.","204 MESSOGHION AVE.155 61 CHOLARGOS ATHENS",办公文教,希腊,"JANNIS MASSOUROS",,"0030 210 6520000","0030 210 6547471",PHPLUSSA@OTENET.GR,PHPLUSSA
"CASA ROMANTIKA GALLERY","2OO MONASTIRIOU ST.THESSALONIKI",办公文教,希腊,"MANTIKOS FOTIS",,"0030 2310 523063","0030 2310 556097",MANTIKOS@OTENET.GR,MANTIKOS
"EVANGELIDIS, S., - H. KALOGERAKIS O.E. CHROMA","57 Galatsiou Ave, Athens",办公文教,希腊,"Sp. Evangelidis, H. Kalogerakis",,"0030 210 2111864","0030 210 2111863",info@chroma.gr,info
"GEORGIADIS AND SON O.E.","6,POLYDOROU STR.KOLONOS ATHENS",办公文教,希腊,"CHRISTOS G.GEORGIADIS",,"0030 1 5154292","0030 1 5154291",GGEORG@ACCI.GR,GGEORG
"UNIPAPER D. FLENGAS - K. VERGETIS LTD","9 25th Martiou,Vyronas, Athens",办公文教,希腊,"D. Flengas",,"0030 210 7667328/7663774/7653443","0030 210 7658106",unipaper@otenet.gr,unipaper
"PROTENTIAL INT‘L TRADING CO.,LTD.","UNIT B,9/F.,CHEUNG KONG ELECTRONIC BLDG.,4 HING YIP ST.,KWUN TONG KOWLOON",办公文教,香港,"Ms. JOANNE WONG",,"00852 28510131","00852 28512223",PROTENT@NETVIGATOR.COM,PROTENT
"SOENNECKEN EG","ROOM 904 DOMINION CENTRE 43-59A QUEEN‘S ROAD EAST WANCHAI",办公文教,香港,"HELGA MUELLER",,"00852 28664019/28664018","00852 28664801",HMUELLER@SOENNECKEN.COM,HMUELLER
"Sonconpak Limited","Flat B1, 2/F, Lee Hang Industrial Building, 10 Cheung Yue Street, Cheung Sha Wan, Kowloon, Hong Kong",办公文教,香港,"Mr Wei-Ya Zhou",,"00852 27139277","00852 27610411",sonconpk@netvigator.com,sonconpk
"PMS INTL FAR EAST LTD","UNIT 202, EMPIRE CENTRE,68 MODY ROAD,TSIM SHA TSUI EAST,HONGKONG SAR",办公文教,香港,,,21702228,23753281,harry@pmshk.com.hk,harry
"WAEDAT INDUSTRIAL CO.","ROOM 706,7/F.,GOLD &amp; SILVER COMM.BLDG,12-18 MERCER ST,SHEUNG WAN",办公文教,香港,"BEN LEE",,"00852 23946502/93104822","00852 23946519",WAEDAT@SINATOWN.COM,WAEDAT
"BESTWINNER INTL DEVELOPMENT COMPANY","FLAT803.,8/F.,GOLDFIELD BLDG,CONNAUGHT ROAT 43 WEST,HONGKONG",办公文教,香港,,,25177836,25177620,bestwin@hkstar.com,bestwin
"TAI TUNG JEWELLERY BOX MFY.LTD.","UNIT 9,3/F.,KINGLET INDUSTRIAL BUILDING,21-23 SHING WAN ROAD,TAI WAI,SHA TIN,NEW TERRITORIES",办公文教,香港,"JACKIE LAI",,"00852 26050660/94093152","00852 26921129",SALES@TAITUNGBOX.COM,SALES
"GOOD COPY PRINTING CO.","SHOP 5,BASEMENT,KING‘S CENTRE,193-209 KING‘S RD.,NORTH POINT",办公文教,香港,"JOSE LIM",,"00852 25664822","00852 25664701",GOODCOPY@HOTMAIL.COM,GOODCOPY
金鸿贸易有限公司,"香港九龙红 鹤园街2G号 恒丰工业大厦2期4字楼F2室",办公文教,香港,李耀能先生,,"00852 23331338","00852 27645946",kam-hung@manwui.com.hk,kam-hung
德保加有限公司,"香港新界荃湾 德士古道188号 立泰工业中心13楼K座",办公文教,香港,丁婉芳小姐,,"00852 24086066","00852 24073639",doubleca@pacific.net.hk,doubleca
"Joy‘s Card Limited","G/F, 43 Lee Tung Street, Wanchai, Hong Kong",办公文教,香港,"Mr Mike S L Chan",,"00852 28982850","00852 28982503",info@joyscard.com.hk,info
"CROWNLUXE INTERNATIONAL DEVELOPMENT LIMITED COMPANY","RM.1402,BLOCK A,HOI LUEN IND.CENTRE,55 HOI YUEN ROAD, KOWLOON,HONGKONG",办公文教,香港,,,(852)27758039,(852)21912613,lamkla@hotmail.com,lamkla
"SKYHORSE TOYS & PRODUCTS LIMITED","Room 04-05, 4/F.,  Cheung Lee Commercial Building, 25 Kimberley Road, T.S.T.,",办公文教,香港特别行政区,"Cherry Lo",,852-23681031,23687221,marketing@kamsing.com.hk,marketing
"GLORY IMPEX LTD.","RM B28, 7/F., BLOCK B,PROFICIENT INDUSTRIAL CENTRE,6 WANG KWUN ROAD, KOWLOON,HONGKONG",办公文教,香港特别行政区,,,852-27951028,852-27951073,gloryimp@pacific.net.hk,gloryimp
"CAPABLE TOYS LTD","UNIT 2, 11/F  YAU LEE CENTRE,45 HOI YUEN ROAD,KWUN TONG,HONGKONG",办公文教,香港特别行政区,,,85228026033,85225035965,kennethso@capable.com.hk,kennethso
"GENERAL MAGNETICS LTD","625 LORONG 4 TOA PAYOH GENMAG BLDG",办公文教,新加坡,"MR LOH WENG YEW",,"0065 62595511","0065 62593723",sales@genmag.com.sg,sales
"REGENT INTERNATIONAL MANAGEMENT CONSULTANTS PTE LTD","10 ANSON ROAD,#30-07 INTERNATIONAL PLAZA",办公文教,新加坡,"DANIEL LEE",,"0065 97399194","0065 67357548",DANIEL@REGENT-INTER.COM,DANIEL
"BUYLATERAL.COM PTE LTD","134 JOO SENG ROAD NOBEL DESIGN HSE",办公文教,新加坡,"EUNICE TAN",,"0065 68580900","0065 68580920",EUNICE.TAN@BUYLATERAL.COM,EUNICE.TAN
"MASTERY PAPERS","BLK 203 HENDERSON ROAD #06-01B HENDERSON INDUSTRIAL PARK",办公文教,新加坡,"JERRY MAK",,"0065 62765086","0065 62766820",MASTERYPAPERS@HOTMAIL.COM,MASTERYPAPERS
"Petite Cherie Boutique(Pte)Ltd","Amtech Bldg, 159,Sin Ming Rd #04-06, 575625, Singapore",办公文教,新加坡,"Judy Ee",,"0065 65526233","0065 65528723",PETITEC@SINGNET.COM.SG,PETITEC
"SECOND CHANCE PROPERTIES LTD","845 GEYLANG ROAD #04-22TANJONG KATONG COMPLEXSINGAPORE 400845,SINGAPORE",办公文教,新加坡,,,65-67456911,65-67456955,second@singnet.com.sg,second
"SINGAPORE CARTONS PTE LTD","36 GUL CRESCENT",办公文教,新加坡,"MR KANG KIM LIM",,"0065 68617690","0065 68610142",scartons@pacific.net.sg,scartons
"Central Mercantile Corporation(S)Ltd","Blk 2,86 Tagore Lane, 787528, Singapore",办公文教,新加坡,"Allan Tan Teck Lian",,"0065 64595477","0065 64595135",opptape@cyberway.com.sg,opptape
"BINDEX MARKETING SERVICES","NO 32, #05-07, ANG MO KIO INDUSTRIALPARK 2, SING INDUSTRIAL COMPLEX,SINGAPORE 569510,SINGAPORE",办公文教,新加坡,,,(65)63854940,(65)63889151,bindex@starhub.net.sg,bindex
"DYNA MAG HARDWARE TRADING","BLOCK 2022 BUKIT BATOK IND.PARKA ST.23 #02-132",办公文教,新加坡,"MICHAEL WOON",,"0065 65631032/92726650","0065 67605013",DYNAMAG@SINGNET.COM.SG,DYNAMAG
"SNP SECURITY PRINTING PTE LTD","97 UBI AVE 4",办公文教,新加坡,"MS KERINA KWEK",,"0065 67412500","0065 67321866",kerina@snp.com.sg,kerina
"UIC PRINTING & PACKAGING PTE LTD","26 KALLANG PLACE #01-12",办公文教,新加坡,"MR RAYMOND MA K C",,"0065 62944488","0065 62968102",uicprint@singnet.com.sg,uicprint
"Perillo Bros Ltd","3127 Great North Road, New Lynn, 1007, Auckland",办公文教,新西兰,"Nigel Collis",,"0064 9 827 2098","0064 9 300 6390",PERILLOCAD@XTRA.CO.NZ,PERILLOCAD
"3F CORPORATION LTD","P.O. BOX 1724 CHRISTCHURCH",办公文教,新西兰,"Mr. TREVOR LUKE",,"0064 3 3844443","0064 3 3843842",TLUKE@XTRA.CO.NZ,TLUKE
"TCL Marketing Ltd","Level 3, 626 Great South Road Ellerslie 1005 Auckland",办公文教,新西兰,Fraser,,"0064 9 526 2700","0064 9 525 0875",tcl@tclmarketing.co.nz,tcl
"Vita Pacific Limited","1 Kingdon Street, Newmarket, 1001, Auckland",办公文教,新西兰,"Steve Farrow",,"0064 9 520 4769","0064 9 520 4765",vitashoe@iconz.co.nz,vitashoe
"David Elman Shoes Ltd","44 Fremlin Place Avondale 1007 Auckland",办公文教,新西兰,"Cath Partridge",,"0064 9 828 8313","0064 9 828 8522",DAVIDELMAN@XTRA.CO.NZ,DAVIDELMAN
"South Pacific Books (Imports) Ltd","6 King Street Grey Lynn 1002 Auckland",办公文教,新西兰,"Aluyn Lawn",,"0064 9 376 2142","0064 9 376 2141",sales@soupacbooks.co.nz,sales
"Aarque Graphics New Zealand Limited","8 Te Pai Place, Henderson, 1008, Auckland",办公文教,新西兰,"Peter Bult",,"0064 9 849 3378","0064 9 837 2148",sales@aarque.co.nz,sales
"Sherborne Packaging Limited","5d Piermark Drive, Nth Harbour Ind. Estate, Albany, 1311, Auckland",办公文教,新西兰,"Ian Pyke",,"0064 9 415 8352","0064 9 415 8392",info@sherborne.co.nz,info
"E Sime & Company Limited","61 Seaview Road Lower Hutt 6009 Wellington",办公文教,新西兰,"Malcolm Sime",,"0064 4 568 4126","0064 4 568 3027",esime@esime.co.nz,esime
"Denstock Corporation Ltd","421 Selwyn Street Addington 8002 Christchurch",办公文教,新西兰,"Roger Stockton",,"0064 3 338 0581","0064 3 3388295",ADEMIN@AGPAC.CO.NZ,ADEMIN
"Image Gallery Ltd","Unit M, 218 Marua Road Mt Wellington 1006 Auckland",办公文教,新西兰,"Diedre Robinson",,"0064 9 579 1503","0064 9 571 9380",sales@imagegallery.co.nz,sales
"Mudgway Bros Limited","152 Stoddard Road, Mount Roskill, 1004, Auckland",办公文教,新西兰,"Marie Hicko",,"0064 9 629 0585","0064 9 629 0584",mufgbros@nznet.gen.nz,mufgbros
"SINOEUROPEAN TRADE CO. LTD","ATTILA UTCA, 128.13 ,H-1047,BUDAPEST,HUNGARY",办公文教,匈牙利,,,003613693207,003613693207,sinoeuro@chello.hu,sinoeuro
"QIANG QIANG KFT.","KEKVIRAG U.12.,V/16,BUDAPEST",办公文教,匈牙利,"LI ZHEN YU",,"0036 309313822/302461153","0036 1 2642088",QIANGKFT@NEXTRA.HU,QIANGKFT
"FLEXICO LTD.","HZENT ISTVAN TER 01,H-3842 HALMAJ",办公文教,匈牙利,"ARPAD VASVARI",,"0036 46 474 166","0036 46 474 166",flexico@matavnet.hu,flexico
"CSEKERT RT","GYPESOR U.1,BUDAPEST",办公文教,匈牙利,"DANNY WON",,"0036 1 2785421","0036 1 2785420",CSEKERT@CSEKERT.HU,CSEKERT
"NINGBO BEILUN KNEFATY CO.",P.O.BOX:683-ALEPPO,办公文教,叙利亚,"MOHAMAD WASEF KNEFATY",,"00963 21 3623896/2666843/94280665","00963 21 2666841",KNEFATY.CO@NET.SY/KNEFATY@MAIL.NBPTT.ZJ.CN,KNEFATY.CO
"AKID M. AKID","P.O.BOX 1204 DAMASCUS",办公文教,叙利亚,,,"00963 11 4419790/2774943","00963 11 3322906",AKID@MAIL.SY,AKID
"AL ATAA CO.",DAMASCUS,办公文教,叙利亚,"ABD ALHAMID ATAA",,"00963 11 2315687","00963 11 2321743",EYAD@VISTO.COM,EYAD
"EST.GOFFRIL CHOUHA","P.O.BOX:562,ALEPPO",办公文教,叙利亚,"ANTOINE G.CHOUHA",,"00963 21 2210846/2211020","00963 21 2212915",CHOUHA@NET.SY,CHOUHA
"DOLPHI PEN","P.O.BOX:3555,KADAM INDUS. AREA DAMASCUS",办公文教,叙利亚,"ISSAM RABBAT",,"00963 11 6334444/6332222/3311400","00963 11 6316666/3311500",DOLPHI@MAIL.SY,DOLPHI
"DAWOD BAKER","ALEPPO P.O.BOX 7591",办公文教,叙利亚,,,"00963 21 4469495/94249269","00963 21 4654839",DBAKER@AYNA.COM,DBAKER
"KABBANI INTERNATIONAL COMPANY","P.O.BOX: 4624 DAMASCUS",办公文教,叙利亚,"MOHAMAD KABBANI",,"00963 11 2231258/2242104","00963 11 2220834",KABBANI@TOOST.COM,KABBANI
"M & M","P.O.BOX: 890 DAMASCUS",办公文教,叙利亚,"MUHANNAD MAJZOUB",,"00963 11 2451055","00963 11 6110819",MMAJZOUB@SCS-NET.ORG,MMAJZOUB
"DIAMANDIS CO. FOR IMPORT & EXPORT","KASSAA,BAWANDI BLDG.DAMASCUS (P.O.BOX 22327)",办公文教,叙利亚,"GEORGE JOSEPH DIAMANDIS",,"00963 11 4459653/4443180/94231531","00963 11 4450166",DIAMANDIS.CO@NET.SY,DIAMANDIS.CO
HASHEMIA,"JABRI STREET,DAMASCUS,SYRIA",办公文教,叙利亚,,,00963112223481,00963112242868,hashemia@net.sy,hashemia
"M.B.C.BAHAH GROUP","P.O.BOX 30589,DAMASCUS",办公文教,叙利亚,"FOUAD ALRAMLI",,"00963 11 2322301/2322302/94211811","00963 11 2317555",BAHAH@NET.SY,BAHAH
"OCEAN TRADING","58 HALF WAY TREE ROAD,KINGSTON 5,JAMAICA",办公文教,牙买加,,,1-876-8698347,1-876-9294223,selene@n5.com.jm,selene
"I.T.MIRPURI ENT.LTD.","P.O.BOX 1230,MONTEGO BAY",办公文教,牙买加,"MR.ISHWAR T.MIRPURI",,"001876 9793059","001876 9793059",JMIRPURI@HOTMAIL.COM,JMIRPURI
"TINY TO DDLERS NURSERY & PRC-WINDER GARTER","LOT 220 NORWOOD DRIVE,MONTEGO BAY",办公文教,牙买加,"MS BEVERLEY EVANS",,"001876 9321576",1876,TINYTODD@MAIL.INFOCHAN.COM,TINYTODD
faiq,s.a,办公文教,亚洲,faiq,,96612922995,96612912212,faiqhamdan@hotmail.com,faiqhamdan
"AL-SAAFANI TRADING",SANAA,办公文教,也门,A.A.AL-SAAFANI,,"00967 1 231042/71117420",967,SAAFANI@HOTMAIL.COM,SAAFANI
"ALSALAM TRADING STORE‘S","AL-QASR ST.",办公文教,也门,"YASER ALI AL SHWAFI",,"00967 1 272826","00967 1 274316",ALSALAMTR@Y.NET.YE,ALSALAMTR
"AGYAD ADVERTISING","P.O.BOX 19253,SANA‘A",办公文教,也门,"GALAL AL SALAHI",,"00967 1 202851/202838/73202851","00967 1 202917",AGYAD@Y.NET.YE,AGYAD
"AL SHAM‘ ADAN","P.O.BOX 4205 SANA‘A",办公文教,也门,"ENG.BASHAR J.AL-KEBSI",,"00967 1 240673","00967 1 240673",SHAMADAN@Y.NET.YE,SHAMADAN
"ALI A.K.JAWAD AL-KUTUBI","AL AMIN STATIONERY STORE SHORJA BAGHDAD",办公文教,伊拉克,,,"00964 1 4165609/4159668","00964 1 4264837/4164989",ALIALAMEN@URUKLINK.NET,ALIALAMEN
MECANOW,"AL.KARADA 20 ROAD BUILDING 50,BAGHDAD",办公文教,伊拉克,"ISMAIL AL ABASSI",,"00964 1 7785318","00964 1 7787130",MECANOW@URUKLINK.NET,MECANOW
"GUITOO INTERNATIONAL GROUP","FATEMI AVE.8BEHSHT,NO.15/4",办公文教,伊朗,"Mr. GUITOO",,"0098 21 8951838","0098 21 8965133",EXTRA@ACCIR.COM,EXTRA
"PAKHSHE YARAN TRADING CO.,LTD.","KHORDAD,TEHRAN,IRAN NO 28,BEHBAHANI ALY,AHANGARA BAZAR,15(P.O.BOX:11175/331)",办公文教,伊朗,MAHDIAN,,"0098 21 5622711/5626756/9112111825","0098 21 5813789",YARAN@RAHAVARD.NET,YARAN
"SAHAND IRAN CO.,LTD.","141,DR.FATEMI ST.,TEHRAN",办公文教,伊朗,"ALI ROSHANI",,"0098 21 8960700/9112192452","0098 21 8953460",INFO@SAHANDIRAN.COM,INFO
"SADRA SHAHRAN CO.","AHANG BLDG,NO.270,2EN FLOOR,UNIT 27,JUMHURI AVE,TEHRAN",办公文教,伊朗,"ALI MASOOD A.ZAMANI",,"0098 21 6480535/9132250071","0098 21 6480536",SADRASHAHRAN@HOTMAIL.COM,SADRASHAHRAN
"MASSOUD GHAEMI TRADING ESTABLISHMENT","NO.54,KARIM KHAN ZAND AVE.TEHRAN",办公文教,伊朗,"MASSOUD GHAEMI",,"0098 21 8828182/8832245/8832246","0098 21 8305856",MA_GHAEMI@YAHOO.COM,MA_GHAEMI
